customer_id,full_name,gender,age,segment,city,province,join_date
C100739,Customer 739,Male,24,Bronze,Cimahi,West Java,2020-07-26
C100740,Customer 740,Male,70,Bronze,Jakarta,Jakarta,2022-04-24
C100741,Customer 741,Male,40,Bronze,Jakarta,Jakarta,2020-03-25
C100742,Customer 742,Female,31,Bronze,Tangerang,Banten,2021-11-15
C100743,Customer 743,Male,69,Priority,Cimahi,West Java,2020-09-01
C100744,Customer 744,Male,23,Silver,Jakarta,Jakarta,2022-05-21
C100745,Customer 745,Female,73,Silver,Surabaya,East Java,2022-10-19
C100746,Customer 746,Male,68,Silver,Jakarta,Jakarta,2023-09-20
C100747,Customer 747,Female,61,Gold,Palembang,Sumatra,2023-05-20
C100748,Customer 748,Female,39,Bronze,Surakarta,Central Java,2021-08-18
C100749,Customer 749,Female,57,Silver,Malang,East Java,2021-11-15
C100750,Customer 750,Male,44,Silver,Bandung,West Java,2023-04-21
C100751,Customer 751,Female,33,Silver,Jakarta,Jakarta,2023-03-02
C100752,Customer 752,Female,30,Gold,Jakarta,Jakarta,2022-10-10
C100753,Customer 753,Male,51,Bronze,Cimahi,West Java,2022-10-10
C100754,Customer 754,Male,30,Bronze,Jakarta,Jakarta,2020-12-15
C100755,Customer 755,Female,37,Bronze,Jakarta,Jakarta,2020-10-08
C100756,Customer 756,Female,46,Gold,Denpasar,Bali,2020-10-19
C100757,Customer 757,Female,74,Bronze,Cimahi,West Java,2023-07-16
C100758,Customer 758,Female,73,Bronze,Madiun,East Java,2023-05-05
C100759,Customer 759,Female,37,Bronze,Madiun,East Java,2022-09-10
C100760,Customer 760,Male,42,Gold,Cimahi,West Java,2020-01-20
C100761,Customer 761,Male,30,Bronze,Yogyakarta,Yogyakarta,2022-01-28
C100762,Customer 762,Male,40,Bronze,Jakarta,Jakarta,2021-02-08
C100763,Customer 763,Female,63,Bronze,Jakarta,Jakarta,2023-02-12
C100764,Customer 764,Male,24,Bronze,Banjarmasin,Kalimantan,2021-12-01
C100765,Customer 765,Female,42,Silver,Semarang,Central Java,2022-09-06
C100766,Customer 766,Female,60,Bronze,Surabaya,East Java,2020-01-26
C100767,Customer 767,Female,44,Priority,Madiun,East Java,2021-07-19
C100768,Customer 768,Male,60,Bronze,Tegal,Central Java,2021-01-29
C100769,Customer 769,Female,73,Gold,Jakarta,Jakarta,2022-09-27
C100770,Customer 770,Male,29,Silver,Medan,Sumatra,2023-11-05
C100771,Customer 771,Female,41,Silver,Jakarta,Jakarta,2021-06-06
C100772,Customer 772,Male,38,Bronze,Surabaya,East Java,2022-05-11
C100773,Customer 773,Male,20,Gold,Medan,Sumatra,2023-01-11
C100774,Customer 774,Female,26,Bronze,Jakarta,Jakarta,2022-03-12
C100775,Customer 775,Male,23,Bronze,Malang,East Java,2021-07-03
C100776,Customer 776,Male,20,Gold,Surabaya,East Java,2020-03-27
C100777,Customer 777,Female,34,Gold,Banjarmasin,Kalimantan,2022-04-12
C100778,Customer 778,Female,59,Gold,Jakarta,Jakarta,2021-01-21
C100779,Customer 779,Female,31,Bronze,Jakarta,Jakarta,2022-08-20
C100780,Customer 780,Female,41,Bronze,Malang,East Java,2021-10-29
C100781,Customer 781,Female,41,Silver,Semarang,Central Java,2023-11-22
C100782,Customer 782,Male,69,Gold,Jakarta,Jakarta,2020-10-12
C100783,Customer 783,Male,66,Bronze,Surabaya,East Java,2021-11-28
C100784,Customer 784,Male,36,Bronze,Jakarta,Jakarta,2022-08-22
C100785,Customer 785,Female,48,Bronze,Tangerang,Banten,2021-01-03
C100786,Customer 786,Female,65,Bronze,Tegal,Central Java,2021-10-16
C100787,Customer 787,Male,33,Priority,Tegal,Central Java,2023-12-16
C100788,Customer 788,Male,69,Gold,Surabaya,East Java,2021-10-15
C100789,Customer 789,Female,39,Priority,Tegal,Central Java,2021-11-27
C100790,Customer 790,Male,69,Silver,Palembang,Sumatra,2022-10-20
C100791,Customer 791,Female,67,Gold,Malang,East Java,2022-07-03
C100792,Customer 792,Male,52,Silver,Serang,Banten,2020-10-14
C100793,Customer 793,Female,74,Silver,Tegal,Central Java,2020-04-04
C100794,Customer 794,Male,62,Bronze,Semarang,Central Java,2021-10-30
C100795,Customer 795,Female,34,Bronze,Bekasi,West Java,2020-02-10
C100796,Customer 796,Female,31,Bronze,Tangerang,Banten,2020-11-26
C100797,Customer 797,Female,59,Bronze,Denpasar,Bali,2023-03-24
C100798,Customer 798,Female,73,Gold,Jakarta,Jakarta,2021-05-18
C100799,Customer 799,Female,39,Bronze,Makassar,Sulawesi,2020-10-01
C100800,Customer 800,Female,49,Silver,Jakarta,Jakarta,2020-06-27
C100801,Customer 801,Male,57,Bronze,Pekanbaru,Sumatra,2020-05-16
C100802,Customer 802,Female,22,Silver,Bandung,West Java,2022-02-05
C100803,Customer 803,Female,47,Bronze,Medan,Sumatra,2022-09-14
C100804,Customer 804,Male,45,Silver,Semarang,Central Java,2023-04-18
C100805,Customer 805,Female,49,Silver,Pontianak,Kalimantan,2023-04-20
C100806,Customer 806,Female,32,Bronze,Palembang,Sumatra,2023-07-06
C100807,Customer 807,Female,32,Priority,Jakarta,Jakarta,2020-08-30
C100808,Customer 808,Male,21,Bronze,Jakarta,Jakarta,2023-01-24
C100809,Customer 809,Male,56,Bronze,Surakarta,Central Java,2020-07-15
C100810,Customer 810,Female,68,Bronze,Pekanbaru,Sumatra,2021-06-09
C100811,Customer 811,Female,57,Bronze,Pekanbaru,Sumatra,2021-09-23
C100812,Customer 812,Male,21,Bronze,Madiun,East Java,2023-11-11
C100813,Customer 813,Female,55,Priority,Bogor,West Java,2021-02-11
C100814,Customer 814,Female,73,Bronze,Makassar,Sulawesi,2023-07-16
C100815,Customer 815,Male,45,Bronze,Makassar,Sulawesi,2023-04-09
C100816,Customer 816,Female,30,Bronze,Jakarta,Jakarta,2021-11-21
C100817,Customer 817,Male,27,Gold,Cimahi,West Java,2020-06-18
C100818,Customer 818,Male,63,Bronze,Pekanbaru,Sumatra,2020-06-07
C100819,Customer 819,Male,59,Bronze,Malang,East Java,2021-03-22
C100820,Customer 820,Female,62,Bronze,Denpasar,Bali,2022-10-14
C100821,Customer 821,Male,41,Silver,Denpasar,Bali,2023-01-10
C100822,Customer 822,Male,39,Priority,Malang,East Java,2022-12-16
C100823,Customer 823,Male,27,Silver,Tegal,Central Java,2020-04-21
C100824,Customer 824,Female,48,Bronze,Palembang,Sumatra,2020-02-17
C100825,Customer 825,Female,59,Bronze,Palembang,Sumatra,2021-01-10
C100826,Customer 826,Male,45,Silver,Semarang,Central Java,2022-04-07
C100827,Customer 827,Male,49,Priority,Yogyakarta,Yogyakarta,2020-02-02
C100828,Customer 828,Female,36,Silver,Surabaya,East Java,2021-05-18
C100829,Customer 829,Male,39,Silver,Surabaya,East Java,2021-09-18
C100830,Customer 830,Male,71,Bronze,Jakarta,Jakarta,2022-10-23
C100831,Customer 831,Male,74,Bronze,Surabaya,East Java,2020-02-11
C100832,Customer 832,Male,35,Silver,Jakarta,Jakarta,2020-01-09
C100833,Customer 833,Male,65,Bronze,Madiun,East Java,2022-09-26
C100834,Customer 834,Male,62,Priority,Surabaya,East Java,2022-03-29
C100835,Customer 835,Male,26,Bronze,Jakarta,Jakarta,2021-10-18
C100836,Customer 836,Female,35,Silver,Yogyakarta,Yogyakarta,2023-03-11
C100837,Customer 837,Male,64,Silver,Tegal,Central Java,2022-02-28
C100838,Customer 838,Female,66,Silver,Jakarta,Jakarta,2023-12-30
C100839,Customer 839,Female,67,Bronze,Denpasar,Bali,2022-11-16
C100840,Customer 840,Male,46,Bronze,Malang,East Java,2022-12-02
C100841,Customer 841,Female,72,Bronze,Medan,Sumatra,2023-02-28
C100842,Customer 842,Male,42,Silver,Serang,Banten,2023-05-24
C100843,Customer 843,Female,43,Silver,Bekasi,West Java,2021-08-20
C100844,Customer 844,Male,28,Gold,Yogyakarta,Yogyakarta,2023-09-30
C100845,Customer 845,Male,54,Bronze,Jakarta,Jakarta,2023-12-07
C100846,Customer 846,Male,70,Priority,Bekasi,West Java,2022-07-24
C100847,Customer 847,Female,39,Bronze,Bekasi,West Java,2023-06-23
C100848,Customer 848,Male,56,Bronze,Bandung,West Java,2022-10-08
C100849,Customer 849,Female,61,Bronze,Manado,Sulawesi,2020-01-21
C100850,Customer 850,Male,36,Silver,Surabaya,East Java,2022-09-25
C100851,Customer 851,Female,66,Silver,Bandung,West Java,2023-12-02
C100852,Customer 852,Male,50,Priority,Jakarta,Jakarta,2021-04-01
C100853,Customer 853,Female,74,Bronze,Palembang,Sumatra,2022-10-10
C100854,Customer 854,Male,27,Bronze,Cimahi,West Java,2020-09-21
C100855,Customer 855,Male,34,Silver,Jakarta,Jakarta,2020-07-02
C100856,Customer 856,Male,50,Silver,Malang,East Java,2020-08-14
C100857,Customer 857,Male,72,Bronze,Bogor,West Java,2023-06-23
C100858,Customer 858,Female,49,Bronze,Bekasi,West Java,2023-01-01
C100859,Customer 859,Male,65,Silver,Denpasar,Bali,2023-03-19
C100860,Customer 860,Female,39,Bronze,Denpasar,Bali,2022-12-28
C100861,Customer 861,Male,58,Gold,Makassar,Sulawesi,2022-08-26
C100862,Customer 862,Female,72,Gold,Denpasar,Bali,2022-03-15
C100863,Customer 863,Male,74,Bronze,Madiun,East Java,2023-06-07
C100864,Customer 864,Male,31,Bronze,Jakarta,Jakarta,2021-12-23
C100865,Customer 865,Female,68,Bronze,Tegal,Central Java,2022-12-31
C100866,Customer 866,Male,36,Priority,Jakarta,Jakarta,2022-09-28
C100867,Customer 867,Male,61,Bronze,Surabaya,East Java,2022-05-24
C100868,Customer 868,Female,49,Silver,Semarang,Central Java,2023-11-21
C100869,Customer 869,Female,48,Silver,Semarang,Central Java,2020-03-24
C100870,Customer 870,Male,38,Bronze,Tangerang,Banten,2022-01-09
C100871,Customer 871,Male,65,Gold,Serang,Banten,2023-08-15
C100872,Customer 872,Female,30,Bronze,Bandung,West Java,2023-08-09
C100873,Customer 873,Male,53,Bronze,Medan,Sumatra,2020-08-10
C100874,Customer 874,Male,69,Gold,Palembang,Sumatra,2022-03-03
C100875,Customer 875,Male,26,Gold,Madiun,East Java,2022-01-02
C100876,Customer 876,Female,63,Gold,Cimahi,West Java,2023-05-24
C100877,Customer 877,Female,53,Priority,Serang,Banten,2023-06-08
C100878,Customer 878,Male,39,Bronze,Surabaya,East Java,2021-02-08
C100879,Customer 879,Male,69,Bronze,Denpasar,Bali,2023-04-07
C100880,Customer 880,Male,57,Priority,Denpasar,Bali,2020-11-24
C100881,Customer 881,Female,43,Priority,Madiun,East Java,2021-03-01
C100882,Customer 882,Male,29,Bronze,Surabaya,East Java,2022-02-08
C100883,Customer 883,Male,51,Bronze,Medan,Sumatra,2023-05-04
C100884,Customer 884,Female,71,Silver,Surabaya,East Java,2021-08-30
C100885,Customer 885,Male,34,Silver,Jakarta,Jakarta,2021-06-09
C100886,Customer 886,Female,56,Bronze,Bandung,West Java,2021-09-16
C100887,Customer 887,Male,39,Silver,Surakarta,Central Java,2020-03-17
C100888,Customer 888,Male,22,Priority,Surabaya,East Java,2023-07-24
C100889,Customer 889,Male,56,Bronze,Semarang,Central Java,2022-07-08
C100890,Customer 890,Female,59,Bronze,Tegal,Central Java,2022-08-03
C100891,Customer 891,Female,27,Bronze,Palembang,Sumatra,2021-04-10
C100892,Customer 892,Female,59,Bronze,Tegal,Central Java,2023-09-05
C100893,Customer 893,Male,63,Bronze,Jakarta,Jakarta,2023-03-29
C100894,Customer 894,Female,42,Silver,Bekasi,West Java,2021-05-06
C100895,Customer 895,Male,59,Silver,Palembang,Sumatra,2020-11-08
C100896,Customer 896,Male,30,Gold,Palembang,Sumatra,2023-03-30
C100897,Customer 897,Female,65,Gold,Bogor,West Java,2020-11-03
C100898,Customer 898,Male,27,Bronze,Bekasi,West Java,2023-03-15
C100899,Customer 899,Male,48,Bronze,Jakarta,Jakarta,2023-11-20
C100900,Customer 900,Male,49,Bronze,Madiun,East Java,2021-11-21
C100901,Customer 901,Male,29,Bronze,Surabaya,East Java,2020-03-29
C100902,Customer 902,Male,58,Gold,Malang,East Java,2022-01-04
C100903,Customer 903,Female,47,Gold,Cimahi,West Java,2022-02-16
C100904,Customer 904,Male,68,Bronze,Surakarta,Central Java,2022-01-20
C100905,Customer 905,Female,55,Bronze,Bogor,West Java,2023-08-24
C100906,Customer 906,Female,32,Bronze,Bandung,West Java,2021-01-05
C100907,Customer 907,Male,51,Bronze,Jakarta,Jakarta,2021-03-26
C100908,Customer 908,Male,55,Bronze,Malang,East Java,2020-06-15
C100909,Customer 909,Male,56,Bronze,Jakarta,Jakarta,2021-01-26
C100910,Customer 910,Female,45,Priority,Medan,Sumatra,2022-01-05
C100911,Customer 911,Male,41,Bronze,Denpasar,Bali,2021-05-05
C100912,Customer 912,Female,23,Bronze,Yogyakarta,Yogyakarta,2022-07-13
C100913,Customer 913,Male,50,Silver,Jakarta,Jakarta,2023-03-19
C100914,Customer 914,Female,37,Bronze,Surakarta,Central Java,2022-12-02
C100915,Customer 915,Male,57,Silver,Cimahi,West Java,2022-08-02
C100916,Customer 916,Male,43,Bronze,Denpasar,Bali,2020-01-29
C100917,Customer 917,Female,42,Priority,Semarang,Central Java,2022-11-20
C100918,Customer 918,Female,41,Bronze,Malang,East Java,2021-11-23
C100919,Customer 919,Male,21,Gold,Malang,East Java,2020-05-07
C100920,Customer 920,Female,50,Bronze,Bekasi,West Java,2022-02-05
C100921,Customer 921,Male,74,Gold,Jakarta,Jakarta,2023-08-10
C100922,Customer 922,Female,30,Silver,Bekasi,West Java,2021-03-16
C100923,Customer 923,Female,47,Silver,Bandung,West Java,2022-05-18
C100924,Customer 924,Male,65,Bronze,Palembang,Sumatra,2023-11-12
C100925,Customer 925,Male,51,Silver,Tangerang,Banten,2021-06-07
C100926,Customer 926,Male,24,Gold,Bekasi,West Java,2022-01-29
C100927,Customer 927,Female,57,Bronze,Manado,Sulawesi,2020-04-19
C100928,Customer 928,Female,29,Bronze,Pekanbaru,Sumatra,2023-09-13
C100929,Customer 929,Male,59,Bronze,Palembang,Sumatra,2023-11-29
C100930,Customer 930,Male,65,Gold,Madiun,East Java,2023-06-22
C100931,Customer 931,Female,43,Bronze,Bekasi,West Java,2020-06-11
C100932,Customer 932,Female,54,Silver,Pontianak,Kalimantan,2021-07-13
C100933,Customer 933,Female,63,Gold,Madiun,East Java,2021-02-02
C100934,Customer 934,Male,67,Bronze,Madiun,East Java,2021-08-05
C100935,Customer 935,Male,42,Bronze,Tangerang,Banten,2021-02-02
C100936,Customer 936,Male,36,Bronze,Pekanbaru,Sumatra,2020-08-26
C100937,Customer 937,Female,20,Silver,Makassar,Sulawesi,2022-11-21
C100938,Customer 938,Male,74,Silver,Cimahi,West Java,2023-02-20
C100939,Customer 939,Female,50,Silver,Pekanbaru,Sumatra,2020-04-19
C100940,Customer 940,Male,50,Bronze,Palembang,Sumatra,2023-07-18
C100941,Customer 941,Female,61,Silver,Serang,Banten,2023-11-04
C100942,Customer 942,Female,74,Silver,Semarang,Central Java,2020-10-26
C100943,Customer 943,Female,61,Silver,Pekanbaru,Sumatra,2022-09-28
C100944,Customer 944,Male,72,Bronze,Malang,East Java,2022-02-02
C100945,Customer 945,Male,53,Silver,Jakarta,Jakarta,2020-09-05
C100946,Customer 946,Male,28,Bronze,Madiun,East Java,2021-06-04
C100947,Customer 947,Female,41,Silver,Jakarta,Jakarta,2020-02-03
C100948,Customer 948,Female,32,Bronze,Semarang,Central Java,2020-08-15
C100949,Customer 949,Female,44,Gold,Jakarta,Jakarta,2021-08-07
C100950,Customer 950,Female,67,Bronze,Manado,Sulawesi,2023-11-23
C100951,Customer 951,Female,37,Bronze,Palembang,Sumatra,2022-08-15
C100952,Customer 952,Male,70,Gold,Pekanbaru,Sumatra,2022-03-23
C100953,Customer 953,Female,31,Bronze,Jakarta,Jakarta,2021-12-24
C100954,Customer 954,Male,59,Silver,Jakarta,Jakarta,2021-08-06
C100955,Customer 955,Male,36,Bronze,Cimahi,West Java,2021-07-23
C100956,Customer 956,Male,34,Bronze,Jakarta,Jakarta,2020-08-07
C100957,Customer 957,Male,61,Silver,Medan,Sumatra,2023-10-26
C100958,Customer 958,Male,34,Gold,Tegal,Central Java,2022-02-25
C100959,Customer 959,Female,34,Silver,Tangerang,Banten,2021-06-11
C100960,Customer 960,Male,74,Gold,Madiun,East Java,2020-03-15
C100961,Customer 961,Female,58,Gold,Jakarta,Jakarta,2020-05-15
C100962,Customer 962,Male,32,Gold,Denpasar,Bali,2020-03-14
C100963,Customer 963,Male,36,Silver,Madiun,East Java,2020-09-10
C100964,Customer 964,Male,51,Bronze,Denpasar,Bali,2022-11-07
C100965,Customer 965,Male,28,Gold,Madiun,East Java,2022-10-18
C100966,Customer 966,Female,59,Gold,Banjarmasin,Kalimantan,2022-12-02
C100967,Customer 967,Male,39,Bronze,Tegal,Central Java,2020-02-19
C100968,Customer 968,Female,45,Gold,Pontianak,Kalimantan,2021-05-29
C100969,Customer 969,Male,46,Gold,Pontianak,Kalimantan,2022-01-13
C100970,Customer 970,Female,40,Gold,Tegal,Central Java,2021-12-31
C100971,Customer 971,Female,37,Bronze,Serang,Banten,2021-07-24
C100972,Customer 972,Female,32,Bronze,Makassar,Sulawesi,2021-07-29
C100973,Customer 973,Male,35,Silver,Madiun,East Java,2023-08-19
C100974,Customer 974,Male,28,Bronze,Denpasar,Bali,2023-03-11
C100975,Customer 975,Male,31,Bronze,Cimahi,West Java,2022-06-21
C100976,Customer 976,Female,63,Bronze,Malang,East Java,2020-07-20
C100977,Customer 977,Male,57,Bronze,Semarang,Central Java,2020-07-25
C100978,Customer 978,Male,38,Bronze,Cimahi,West Java,2021-02-18
C100979,Customer 979,Female,26,Silver,Surakarta,Central Java,2020-08-08
C100980,Customer 980,Male,54,Priority,Malang,East Java,2023-10-17
C100981,Customer 981,Female,67,Silver,Malang,East Java,2022-01-27
C100982,Customer 982,Male,37,Bronze,Tegal,Central Java,2023-01-09
C100983,Customer 983,Male,35,Bronze,Surabaya,East Java,2022-02-01
C100984,Customer 984,Female,74,Bronze,Surakarta,Central Java,2021-07-16
C100985,Customer 985,Male,58,Bronze,Palembang,Sumatra,2023-08-01
C100986,Customer 986,Female,23,Gold,Surakarta,Central Java,2021-01-03
C100987,Customer 987,Male,44,Bronze,Medan,Sumatra,2022-06-14
C100988,Customer 988,Male,51,Bronze,Bandung,West Java,2023-10-01
C100989,Customer 989,Female,59,Bronze,Makassar,Sulawesi,2020-07-22
C100990,Customer 990,Female,32,Bronze,Cimahi,West Java,2022-11-14
C100991,Customer 991,Female,64,Bronze,Semarang,Central Java,2022-08-14
C100992,Customer 992,Male,36,Silver,Jakarta,Jakarta,2020-03-09
C100993,Customer 993,Female,68,Bronze,Manado,Sulawesi,2021-05-30
C100994,Customer 994,Male,56,Gold,Cimahi,West Java,2020-08-27
C100995,Customer 995,Male,25,Bronze,Surakarta,Central Java,2020-12-26
C100996,Customer 996,Female,38,Bronze,Pekanbaru,Sumatra,2022-11-20
C100997,Customer 997,Male,32,Silver,Bandung,West Java,2021-12-07
C100998,Customer 998,Female,45,Bronze,Bekasi,West Java,2021-11-20
C100999,Customer 999,Male,33,Silver,Surakarta,Central Java,2021-10-18
C101000,Customer 1000,Male,50,Silver,Jakarta,Jakarta,2023-09-07
C101001,Customer 1001,Female,73,Silver,Bekasi,West Java,2020-12-09
C101002,Customer 1002,Female,23,Bronze,Madiun,East Java,2021-06-19
C101003,Customer 1003,Female,58,Bronze,Medan,Sumatra,2020-12-20
C101004,Customer 1004,Female,27,Bronze,Jakarta,Jakarta,2022-07-16
C101005,Customer 1005,Female,44,Gold,Tegal,Central Java,2022-09-09
C101006,Customer 1006,Female,32,Bronze,Jakarta,Jakarta,2020-04-14
C101007,Customer 1007,Female,51,Bronze,Jakarta,Jakarta,2023-09-07
C101008,Customer 1008,Male,57,Silver,Denpasar,Bali,2022-08-19
C101009,Customer 1009,Male,57,Priority,Tegal,Central Java,2021-06-10
C101010,Customer 1010,Male,47,Silver,Bandung,West Java,2021-05-18
C101011,Customer 1011,Female,72,Bronze,Makassar,Sulawesi,2023-01-13
C101012,Customer 1012,Female,49,Bronze,Pekanbaru,Sumatra,2022-07-19
C101013,Customer 1013,Male,22,Bronze,Manado,Sulawesi,2021-12-09
C101014,Customer 1014,Female,47,Silver,Surakarta,Central Java,2020-08-22
C101015,Customer 1015,Female,22,Bronze,Jakarta,Jakarta,2023-07-10
C101016,Customer 1016,Male,64,Priority,Tangerang,Banten,2022-10-26
C101017,Customer 1017,Female,73,Silver,Jakarta,Jakarta,2021-05-08
C101018,Customer 1018,Female,53,Bronze,Malang,East Java,2023-08-05
C101019,Customer 1019,Male,35,Gold,Makassar,Sulawesi,2022-05-27
C101020,Customer 1020,Female,41,Bronze,Jakarta,Jakarta,2023-10-05
C101021,Customer 1021,Male,51,Silver,Banjarmasin,Kalimantan,2023-05-08
C101022,Customer 1022,Female,57,Bronze,Makassar,Sulawesi,2022-08-24
C101023,Customer 1023,Female,27,Silver,Jakarta,Jakarta,2022-08-23
C101024,Customer 1024,Female,74,Bronze,Tangerang,Banten,2022-08-21
C101025,Customer 1025,Male,27,Gold,Palembang,Sumatra,2022-06-15
C101026,Customer 1026,Female,25,Priority,Pontianak,Kalimantan,2023-09-20
C101027,Customer 1027,Female,33,Bronze,Pekanbaru,Sumatra,2020-08-04
C101028,Customer 1028,Male,51,Silver,Denpasar,Bali,2021-09-14
C101029,Customer 1029,Female,54,Bronze,Malang,East Java,2020-12-18
C101030,Customer 1030,Male,29,Bronze,Madiun,East Java,2021-11-22
C101031,Customer 1031,Female,22,Silver,Bogor,West Java,2021-11-05
C101032,Customer 1032,Male,31,Silver,Jakarta,Jakarta,2021-09-22
C101033,Customer 1033,Male,68,Bronze,Jakarta,Jakarta,2020-11-20
C101034,Customer 1034,Male,50,Bronze,Surabaya,East Java,2022-06-19
C101035,Customer 1035,Female,48,Bronze,Cimahi,West Java,2023-06-05
C101036,Customer 1036,Male,24,Bronze,Pontianak,Kalimantan,2023-03-14
C101037,Customer 1037,Female,71,Bronze,Madiun,East Java,2020-11-03
C101038,Customer 1038,Male,44,Gold,Banjarmasin,Kalimantan,2021-10-15
C101039,Customer 1039,Male,60,Bronze,Bandung,West Java,2020-10-11
C101040,Customer 1040,Female,50,Bronze,Tegal,Central Java,2021-01-26
C101041,Customer 1041,Female,40,Gold,Pekanbaru,Sumatra,2020-12-25
C101042,Customer 1042,Male,39,Silver,Surakarta,Central Java,2022-02-07
C101043,Customer 1043,Female,58,Gold,Palembang,Sumatra,2022-03-07
C101044,Customer 1044,Female,41,Silver,Denpasar,Bali,2022-07-20
C101045,Customer 1045,Female,23,Bronze,Bekasi,West Java,2020-06-13
C101046,Customer 1046,Male,32,Silver,Tangerang,Banten,2022-01-02
C101047,Customer 1047,Male,64,Gold,Jakarta,Jakarta,2021-08-03
C101048,Customer 1048,Female,61,Silver,Pekanbaru,Sumatra,2022-03-31
C101049,Customer 1049,Male,69,Bronze,Serang,Banten,2023-06-01
C101050,Customer 1050,Female,68,Bronze,Bekasi,West Java,2020-05-03
C101051,Customer 1051,Female,39,Silver,Surakarta,Central Java,2020-12-09
C101052,Customer 1052,Female,71,Gold,Bogor,West Java,2021-06-07
C101053,Customer 1053,Female,32,Bronze,Cimahi,West Java,2022-12-11
C101054,Customer 1054,Female,36,Bronze,Tegal,Central Java,2020-05-08
C101055,Customer 1055,Male,73,Silver,Cimahi,West Java,2023-03-04
C101056,Customer 1056,Female,55,Priority,Bogor,West Java,2021-10-18
C101057,Customer 1057,Male,52,Priority,Cimahi,West Java,2023-02-24
C101058,Customer 1058,Male,20,Gold,Bekasi,West Java,2022-01-07
C101059,Customer 1059,Female,34,Bronze,Palembang,Sumatra,2022-07-27
C101060,Customer 1060,Female,32,Bronze,Bandung,West Java,2020-03-11
C101061,Customer 1061,Female,36,Silver,Madiun,East Java,2020-09-29
C101062,Customer 1062,Female,43,Bronze,Cimahi,West Java,2023-04-25
C101063,Customer 1063,Male,27,Silver,Pekanbaru,Sumatra,2022-10-23
C101064,Customer 1064,Male,69,Bronze,Bandung,West Java,2023-08-01
C101065,Customer 1065,Female,46,Bronze,Manado,Sulawesi,2020-01-22
C101066,Customer 1066,Male,64,Gold,Bogor,West Java,2020-06-14
C101067,Customer 1067,Male,42,Silver,Denpasar,Bali,2023-08-26
C101068,Customer 1068,Male,65,Bronze,Pekanbaru,Sumatra,2022-05-24
C101069,Customer 1069,Male,27,Priority,Jakarta,Jakarta,2021-05-12
C101070,Customer 1070,Male,27,Silver,Medan,Sumatra,2021-03-09
C101071,Customer 1071,Male,45,Bronze,Jakarta,Jakarta,2022-01-27
C101072,Customer 1072,Male,66,Bronze,Jakarta,Jakarta,2020-08-21
C101073,Customer 1073,Male,32,Silver,Surakarta,Central Java,2022-04-16
C101074,Customer 1074,Female,58,Bronze,Palembang,Sumatra,2021-10-24
C101075,Customer 1075,Male,56,Silver,Jakarta,Jakarta,2021-12-25
C101076,Customer 1076,Male,68,Bronze,Medan,Sumatra,2021-01-10
C101077,Customer 1077,Female,47,Bronze,Malang,East Java,2021-12-30
C101078,Customer 1078,Male,44,Bronze,Denpasar,Bali,2023-06-23
C101079,Customer 1079,Female,35,Silver,Medan,Sumatra,2020-10-29
C101080,Customer 1080,Female,74,Bronze,Malang,East Java,2021-02-08
C101081,Customer 1081,Male,21,Bronze,Madiun,East Java,2021-12-08
C101082,Customer 1082,Male,73,Silver,Denpasar,Bali,2022-07-05
C101083,Customer 1083,Female,37,Gold,Denpasar,Bali,2020-01-21
C101084,Customer 1084,Female,36,Gold,Jakarta,Jakarta,2020-09-13
C101085,Customer 1085,Male,49,Priority,Surabaya,East Java,2021-02-02
C101086,Customer 1086,Female,58,Bronze,Bekasi,West Java,2020-02-20
C101087,Customer 1087,Male,32,Silver,Bekasi,West Java,2021-03-22
C101088,Customer 1088,Female,51,Silver,Surabaya,East Java,2023-07-17
C101089,Customer 1089,Male,69,Bronze,Jakarta,Jakarta,2022-04-06
C101090,Customer 1090,Female,48,Silver,Palembang,Sumatra,2021-08-17
C101091,Customer 1091,Female,65,Bronze,Serang,Banten,2022-03-28
C101092,Customer 1092,Female,49,Gold,Semarang,Central Java,2021-09-27
C101093,Customer 1093,Male,37,Bronze,Bekasi,West Java,2023-07-09
C101094,Customer 1094,Male,32,Bronze,Malang,East Java,2023-10-20
C101095,Customer 1095,Male,62,Bronze,Surabaya,East Java,2022-12-08
C101096,Customer 1096,Male,40,Silver,Tegal,Central Java,2023-02-15
C101097,Customer 1097,Male,49,Bronze,Bekasi,West Java,2022-02-13
C101098,Customer 1098,Female,40,Gold,Cimahi,West Java,2022-08-30
C101099,Customer 1099,Male,67,Priority,Bogor,West Java,2021-01-31
C101100,Customer 1100,Male,74,Priority,Semarang,Central Java,2021-11-13
C101101,Customer 1101,Female,36,Bronze,Tegal,Central Java,2022-11-16
C101102,Customer 1102,Female,59,Silver,Jakarta,Jakarta,2021-12-11
C101103,Customer 1103,Female,38,Bronze,Yogyakarta,Yogyakarta,2023-10-27
C101104,Customer 1104,Female,71,Priority,Palembang,Sumatra,2023-01-25
C101105,Customer 1105,Male,34,Silver,Cimahi,West Java,2021-06-12
C101106,Customer 1106,Male,28,Bronze,Bekasi,West Java,2021-11-15
C101107,Customer 1107,Female,71,Silver,Pekanbaru,Sumatra,2021-09-04
C101108,Customer 1108,Female,29,Bronze,Surabaya,East Java,2020-07-04
C101109,Customer 1109,Male,63,Silver,Bandung,West Java,2021-11-26
C101110,Customer 1110,Female,50,Bronze,Denpasar,Bali,2020-08-02
C101111,Customer 1111,Male,72,Bronze,Yogyakarta,Yogyakarta,2023-06-28
