transaction_id,transaction_date,customer_id,product_id,quantity,transaction_unit_price,amount,transaction_channel,campaign_id,calc_amount,amount_diff,amount_calc,amount_category,full_name,gender,age,segment,city,province,join_date,product_name,category,brand,product_price,cost,campaign_name,campaign_channel,start_date,end_date,month,region,spend,impressions,clicks,conversions,sales_target,year,month_num,year_month,cost_total,gross_profit,profit_margin,is_campaign
T100313,2023-12-30,C101158,P1003,2,858800.0,1717600.0,Internet,CAM223,1717600.0,-55.0,1717600.0,Exact,Customer 1158,Female,56,Bronze,Bogor,West Java,2023-03-25,Product 3,Deposits,Standard,903000.0,761900.0,Campaign 23,Email,2024-10-26,2025-02-13,2023-12-01,Java,,,,,,2023,12,2023-12,1523800.0,955700.0,0.11283185840707964,True
T100314,2024-02-02,C101976,P1071,4,5210200.0,20840800.0,Call Center,CAM217,20840800.0,-118.0,20840800.0,Exact,Customer 1976,Male,63,Gold,Jakarta,Jakarta,2022-02-01,Product 71,Cards,Premium,4437300.0,1193500.0,Campaign 17,Search,2023-08-14,2023-10-01,2024-02-01,Jakarta,190381906.0,5348695567.0,669624674.0,111676686.0,175622735.0,2024,2,2024-02,4774000.0,19647300.0,0.770930098652643,True
T100315,2023-07-14,C101853,P1119,1,1306400.0,1306400.0,Branch,CAM238,1306400.0,-18.0,1306400.0,Exact,Customer 1853,Female,51,Bronze,Jakarta,Jakarta,2021-08-20,Product 119,Deposits,Business,1235200.0,505400.0,Campaign 38,Social,2023-04-06,2023-07-22,2023-07-01,Jakarta,224424190.0,5048344215.0,270593070.0,30272294.0,165155611.0,2023,7,2023-07,505400.0,801000.0,0.6131353337415799,True
T100316,2024-12-25,C100377,P1033,1,2440800.0,2440800.0,Internet,No Campaign,2440800.0,0.0,2440800.0,Exact,Customer 377,Male,73,Silver,Jakarta,Jakarta,2021-08-09,Product 33,Insurance,Business,2987900.0,1319200.0,,,,,2024-12-01,Jakarta,250074597.0,6593262107.0,408508115.0,52013625.0,261320155.0,2024,12,2024-12,1319200.0,1121600.0,0.4595214683710259,False
T100317,2023-11-17,C102165,P1053,5,1940400.0,9702000.0,Mobile,CAM208,9702000.0,-28.0,9702000.0,Exact,Customer 2165,Female,29,Bronze,Surabaya,East Java,2021-07-16,Product 53,Loans,Premium,2489700.0,1404800.0,Campaign 8,Display,2023-10-29,2024-04-13,2023-11-01,Java,,,,,,2023,11,2023-11,7024000.0,8297200.0,0.27602556173984744,True
T100318,2023-05-18,C101937,P1013,2,1373600.0,2747200.0,Agent,CAM210,2747200.0,-83.0,2747200.0,Exact,Customer 1937,Female,64,Bronze,Tegal,Central Java,2023-11-28,Product 13,Deposits,Business,1073000.0,1288500.0,Campaign 10,Social,2023-12-03,2024-05-12,2023-05-01,Java,,,,,,2023,5,2023-05,2577000.0,1458700.0,0.061953989516598716,True
T100319,2023-12-21,C102073,P1003,4,857800.0,3431200.0,Mobile,CAM235,3431200.0,120.0,3431200.0,Exact,Customer 2073,Female,68,Gold,Jakarta,Jakarta,2020-06-08,Product 3,Deposits,Standard,903000.0,761900.0,Campaign 35,Display,2024-09-13,2024-11-03,2023-12-01,Jakarta,179972705.0,3208090669.0,238529367.0,20565684.0,100194789.0,2023,12,2023-12,3047600.0,2669300.0,0.11179762182326883,True
T100320,2023-03-11,C100238,P1081,2,2160400.0,4320800.0,Internet,CAM205,4320800.0,-82.0,4320800.0,Exact,Customer 238,Female,70,Gold,Bandung,West Java,2021-01-17,Product 81,Cards,Standard,2541700.0,618600.0,Campaign 5,Email,2024-03-31,2024-08-12,2023-03-01,Java,,,,,,2023,3,2023-03,1237200.0,3702200.0,0.713664136271061,True
T100321,2024-08-04,C101113,P1045,2,363300.0,726600.0,Mobile,CAM221,726600.0,-66.0,726600.0,Exact,Customer 1113,Female,71,Silver,Cimahi,West Java,2020-01-29,Product 45,Loans,Standard,337100.0,390300.0,Campaign 21,Search,2023-11-24,2024-05-08,2024-08-01,Java,,,,,,2024,8,2024-08,780600.0,336300.0,-0.07431874483897605,True
T100322,2024-04-27,C100381,P1036,2,1744300.0,3488600.0,Agent,CAM214,3488600.0,-13.0,3488600.0,Exact,Customer 381,Female,62,Bronze,Tangerang,Banten,2020-02-20,Product 36,Wealth,Business,2190800.0,896400.0,Campaign 14,Social,2024-06-24,2024-11-11,2024-04-01,Java,,,,,,2024,4,2024-04,1792800.0,2592200.0,0.48609757495843603,True
T100323,2024-12-20,C102840,P1066,1,854100.0,854100.0,Mobile,CAM233,854100.0,9.0,854100.0,Exact,Customer 2840,Male,24,Bronze,Tangerang,Banten,2021-12-07,Product 66,Cards,Business,896000.0,110300.0,Campaign 33,Social,2024-11-27,2025-05-20,2024-12-01,Java,,,,,,2024,12,2024-12,110300.0,743800.0,0.8708582133239667,True
T100324,2024-12-12,C101655,P1090,2,4557600.0,9115200.0,Mobile,No Campaign,9115200.0,96.0,9115200.0,Exact,Customer 1655,Female,31,Silver,Bogor,West Java,2023-03-21,Product 90,Payments,Premium,4999500.0,1053800.0,,,,,2024-12-01,Java,,,,,,2024,12,2024-12,2107600.0,8061400.0,0.7687818149903458,False
T100325,2023-02-28,C101041,P1058,2,2214300.0,4428600.0,Internet,CAM233,4428600.0,-73.0,4428600.0,Exact,Customer 1041,Female,40,Gold,Pekanbaru,Sumatra,2020-12-25,Product 58,Deposits,Business,2440200.0,345300.0,Campaign 33,Social,2024-11-27,2025-05-20,2023-02-01,Sumatra,29100621.0,823798725.0,75812695.0,4112127.0,293286062.0,2023,2,2023-02,690600.0,4083300.0,0.8440590705866414,True
T100326,2024-01-24,C100663,P1079,1,916100.0,916100.0,Branch,No Campaign,916100.0,-1.0,916100.0,Exact,Customer 663,Male,37,Silver,Pontianak,Kalimantan,2020-05-09,Product 79,Wealth,Standard,882500.0,389400.0,,,,,2024-01-01,Kalimantan,118088853.0,2869051151.0,227484909.0,23701481.0,537976579.0,2024,1,2024-01,389400.0,526700.0,0.5749372339264273,False
T100327,2023-12-17,C100501,P1054,3,3749100.0,11247300.0,Mobile,CAM233,11247300.0,111.0,11247300.0,Exact,Customer 501,Female,55,Bronze,Yogyakarta,Yogyakarta,2023-02-02,Product 54,Wealth,Standard,3184800.0,696400.0,Campaign 33,Social,2024-11-27,2025-05-20,2023-12-01,Java,,,,,,2023,12,2023-12,2089200.0,10550900.0,0.8142487530340615,True
T100328,2023-12-05,C100619,P1022,3,3519000.0,10557000.0,Branch,No Campaign,10557000.0,147.0,10557000.0,Exact,Customer 619,Female,32,Silver,Jakarta,Jakarta,2021-02-25,Product 22,Deposits,Standard,2875300.0,570800.0,,,,,2023-12-01,Jakarta,179972705.0,3208090669.0,238529367.0,20565684.0,100194789.0,2023,12,2023-12,1712400.0,9986200.0,0.837794828076158,False
T100329,2024-11-07,C101678,P1031,1,1711200.0,1711200.0,Mobile,No Campaign,1711200.0,6.0,1711200.0,Exact,Customer 1678,Male,46,Bronze,Surakarta,Central Java,2023-12-25,Product 31,Loans,Standard,1553100.0,1826200.0,,,,,2024-11-01,Java,,,,,,2024,11,2024-11,1826200.0,-115000.0,-0.06720430107526881,False
T100330,2024-08-18,C101919,P1122,2,993500.0,1987000.0,Internet,CAM208,1987000.0,-91.0,1987000.0,Exact,Customer 1919,Male,31,Silver,Surakarta,Central Java,2020-07-13,Product 122,Insurance,Premium,1215800.0,550700.0,Campaign 8,Display,2023-10-29,2024-04-13,2024-08-01,Java,,,,,,2024,8,2024-08,1101400.0,1436300.0,0.4456970306995471,True
T100331,2024-03-11,C102823,P1038,2,308400.0,616800.0,Mobile,No Campaign,616800.0,60.0,616800.0,Exact,Customer 2823,Male,35,Silver,Tangerang,Banten,2021-12-12,Product 38,Insurance,Business,439700.0,249100.0,,,,,2024-03-01,Java,,,,,,2024,3,2024-03,498200.0,367700.0,0.1922827496757458,False
T100332,2024-03-25,C100216,P1138,1,127600.0,127600.0,Branch,CAM206,127600.0,10.0,127600.0,Exact,Customer 216,Male,52,Silver,Denpasar,Bali,2023-07-17,Product 138,Deposits,Business,178000.0,1042700.0,Campaign 6,Search,2023-07-21,2023-09-04,2024-03-01,Bali,176838369.0,4141064402.0,406792152.0,54512256.0,208993357.0,2024,3,2024-03,1042700.0,-915100.0,-7.171630094043887,True
T100333,2024-01-12,C102071,P1060,2,3070400.0,6140800.0,Call Center,CAM215,6140800.0,28.0,6140800.0,Exact,Customer 2071,Male,71,Silver,Cimahi,West Java,2021-02-26,Product 60,Loans,Standard,2486200.0,375600.0,Campaign 15,Affiliate,2023-02-17,2023-07-13,2024-01-01,Java,,,,,,2024,1,2024-01,751200.0,5765200.0,0.8776706618030224,True
T100334,2024-01-26,C101517,P1130,3,3969100.0,11907300.0,Call Center,No Campaign,11907300.0,149.0,11907300.0,Exact,Customer 1517,Female,37,Bronze,Banjarmasin,Kalimantan,2020-05-26,Product 130,Deposits,Standard,3770300.0,611700.0,,,,,2024-01-01,Kalimantan,118088853.0,2869051151.0,227484909.0,23701481.0,537976579.0,2024,1,2024-01,1835100.0,11295600.0,0.8458844574336751,False
T100335,2024-04-25,C101785,P1142,2,844100.0,1688200.0,Branch,CAM204,1688200.0,-67.0,1688200.0,Exact,Customer 1785,Female,66,Silver,Yogyakarta,Yogyakarta,2022-08-09,Product 142,Deposits,Business,942500.0,1973500.0,Campaign 4,Search,2023-10-28,2024-02-16,2024-04-01,Java,,,,,,2024,4,2024-04,3947000.0,-285300.0,-1.3379931287762115,True
T100336,2023-04-24,C100999,P1121,1,1648700.0,1648700.0,Branch,No Campaign,1648700.0,-16.0,1648700.0,Exact,Customer 999,Male,33,Silver,Surakarta,Central Java,2021-10-18,Product 121,Loans,Business,1809500.0,54800.0,,,,,2023-04-01,Java,,,,,,2023,4,2023-04,54800.0,1593900.0,0.9667616910292958,False
T100337,2023-06-21,C102420,P1007,1,2807000.0,2807000.0,Internet,CAM228,2807000.0,-6.0,2807000.0,Exact,Customer 2420,Male,45,Silver,Jakarta,Jakarta,2021-12-09,Product 7,Wealth,Business,3935700.0,1173100.0,Campaign 28,Search,2023-06-09,2023-09-07,2023-06-01,Jakarta,146157206.0,3890206227.0,269503979.0,25940515.0,284465844.0,2023,6,2023-06,1173100.0,1633900.0,0.5820805130032063,True
T100338,2023-01-18,C102661,P1089,2,293800.0,587600.0,Internet,CAM232,587600.0,-96.0,587600.0,Exact,Customer 2661,Female,21,Bronze,Yogyakarta,Yogyakarta,2023-05-29,Product 89,Insurance,Standard,261800.0,1166200.0,Campaign 32,Social,2024-03-25,2024-07-09,2023-01-01,Java,,,,,,2023,1,2023-01,2332400.0,-578600.0,-2.9693669162695713,True
T100339,2023-08-23,C101492,P1083,2,726200.0,1452400.0,Mobile,CAM231,1452400.0,57.0,1452400.0,Exact,Customer 1492,Male,54,Silver,Banjarmasin,Kalimantan,2020-09-27,Product 83,Insurance,Standard,896700.0,54000.0,Campaign 31,Social,2024-06-04,2024-10-12,2023-08-01,Kalimantan,92733224.0,1815087802.0,179947853.0,20653321.0,478581600.0,2023,8,2023-08,108000.0,1398400.0,0.92564031947122,True
T100340,2023-11-06,C101856,P1049,4,3156400.0,12625600.0,Mobile,CAM233,12625600.0,-119.0,12625600.0,Exact,Customer 1856,Female,39,Gold,Palembang,Sumatra,2023-04-13,Product 49,Insurance,Premium,3178200.0,865200.0,Campaign 33,Social,2024-11-27,2025-05-20,2023-11-01,Sumatra,163821726.0,4570878621.0,326442919.0,23715828.0,225616388.0,2023,11,2023-11,3460800.0,11760400.0,0.7258902547205678,True
T100341,2024-10-30,C101561,P1065,2,184700.0,369400.0,Call Center,No Campaign,369400.0,-32.0,369400.0,Exact,Customer 1561,Male,28,Priority,Jakarta,Jakarta,2021-01-03,Product 65,Deposits,Standard,262300.0,1760800.0,,,,,2024-10-01,Jakarta,156379470.0,4418551566.0,355434408.0,30308530.0,386381357.0,2024,10,2024-10,3521600.0,-1391400.0,-8.533297238765567,False
T100342,2024-12-23,C100329,P1032,5,4187900.0,20939500.0,Mobile,No Campaign,20939500.0,-16.0,20939500.0,Exact,Customer 329,Male,58,Priority,Jakarta,Jakarta,2021-05-30,Product 32,Cards,Business,4498700.0,1937400.0,,,,,2024-12-01,Jakarta,250074597.0,6593262107.0,408508115.0,52013625.0,261320155.0,2024,12,2024-12,9687000.0,19002100.0,0.5373815038563481,False
T100343,2023-10-08,C101857,P1144,3,1462700.0,4388100.0,Internet,CAM208,4388100.0,-22.0,4388100.0,Exact,Customer 1857,Male,58,Bronze,Bandung,West Java,2023-08-18,Product 144,Cards,Business,1922900.0,990300.0,Campaign 8,Display,2023-10-29,2024-04-13,2023-10-01,Java,,,,,,2023,10,2023-10,2970900.0,3397800.0,0.3229643809393587,True
T100344,2023-07-15,C100935,P1040,1,1486500.0,1486500.0,Internet,No Campaign,1486500.0,-13.0,1486500.0,Exact,Customer 935,Male,42,Bronze,Tangerang,Banten,2021-02-02,Product 40,Insurance,Standard,2065500.0,927600.0,,,,,2023-07-01,Java,,,,,,2023,7,2023-07,927600.0,558900.0,0.37598385469223006,False
T100345,2023-04-25,C102464,P1018,4,1153800.0,4615200.0,Internet,No Campaign,4615200.0,-26.0,4615200.0,Exact,Customer 2464,Female,62,Gold,Semarang,Central Java,2023-08-18,Product 18,Deposits,Business,1475100.0,1297400.0,,,,,2023-04-01,Java,,,,,,2023,4,2023-04,5189600.0,3317800.0,-0.12445831166579996,False
T100346,2024-02-01,C101464,P1010,2,929000.0,1858000.0,Mobile,No Campaign,1858000.0,-67.0,1858000.0,Exact,Customer 1464,Female,47,Gold,Serang,Banten,2022-07-22,Product 10,Wealth,Business,972500.0,1442800.0,,,,,2024-02-01,Java,,,,,,2024,2,2024-02,2885600.0,415200.0,-0.5530678148546825,False
T100347,2024-11-02,C100422,P1059,1,915400.0,915400.0,Mobile,No Campaign,915400.0,38.0,915400.0,Exact,Customer 422,Male,32,Silver,Jakarta,Jakarta,2021-06-02,Product 59,Cards,Standard,962900.0,278600.0,,,,,2024-11-01,Jakarta,246751297.0,6809637275.0,712686482.0,59555708.0,76588186.0,2024,11,2024-11,278600.0,636800.0,0.6956521739130435,False
T100348,2024-10-28,C101664,P1020,1,3070100.0,3070100.0,Internet,CAM234,3070100.0,-32.0,3070100.0,Exact,Customer 1664,Female,71,Priority,Jakarta,Jakarta,2020-02-13,Product 20,Wealth,Standard,3888800.0,1840700.0,Campaign 34,Social,2024-10-08,2025-03-12,2024-10-01,Jakarta,156379470.0,4418551566.0,355434408.0,30308530.0,386381357.0,2024,10,2024-10,1840700.0,1229400.0,0.4004429823132797,True
T100349,2024-07-16,C102653,P1090,1,6189700.0,6189700.0,Internet,No Campaign,6189700.0,-34.0,6189700.0,Exact,Customer 2653,Male,71,Silver,Cimahi,West Java,2022-02-25,Product 90,Payments,Premium,4999500.0,1053800.0,,,,,2024-07-01,Java,,,,,,2024,7,2024-07,1053800.0,5135900.0,0.8297494224275813,False
T100350,2024-02-22,C101181,P1078,2,4257600.0,8515200.0,Mobile,CAM233,8515200.0,31.0,8515200.0,Exact,Customer 1181,Male,47,Silver,Yogyakarta,Yogyakarta,2020-04-22,Product 78,Loans,Standard,4971600.0,842500.0,Campaign 33,Social,2024-11-27,2025-05-20,2024-02-01,Java,,,,,,2024,2,2024-02,1685000.0,7672700.0,0.8021185644494551,True
T100351,2023-10-11,C101690,P1085,1,3455400.0,3455400.0,Agent,CAM232,3455400.0,-48.0,3455400.0,Exact,Customer 1690,Male,37,Priority,Palembang,Sumatra,2021-04-09,Product 85,Insurance,Business,2683500.0,859600.0,Campaign 32,Social,2024-03-25,2024-07-09,2023-10-01,Sumatra,133724489.0,2628727202.0,265622905.0,36527244.0,132037996.0,2023,10,2023-10,859600.0,2595800.0,0.7512299589049025,True
T100352,2024-08-07,C100699,P1012,1,3130500.0,3130500.0,Mobile,No Campaign,3130500.0,30.0,3130500.0,Exact,Customer 699,Male,41,Silver,Semarang,Central Java,2022-06-12,Product 12,Loans,Business,2778600.0,302100.0,,,,,2024-08-01,Java,,,,,,2024,8,2024-08,302100.0,2828400.0,0.9034978437949209,False
T100353,2023-11-24,C100112,P1052,1,1440400.0,1440400.0,Mobile,CAM210,1440400.0,42.0,1440400.0,Exact,Customer 112,Female,49,Silver,Bandung,West Java,2020-05-28,Product 52,Wealth,Business,1472900.0,1769900.0,Campaign 10,Social,2023-12-03,2024-05-12,2023-11-01,Java,,,,,,2023,11,2023-11,1769900.0,-329500.0,-0.2287559011385726,True
T100354,2023-12-07,C100541,P1010,2,884200.0,1768400.0,Agent,No Campaign,1768400.0,-77.0,1768400.0,Exact,Customer 541,Female,44,Priority,Jakarta,Jakarta,2023-04-30,Product 10,Wealth,Business,972500.0,1442800.0,,,,,2023-12-01,Jakarta,179972705.0,3208090669.0,238529367.0,20565684.0,100194789.0,2023,12,2023-12,2885600.0,325600.0,-0.6317575209228681,False
T100355,2024-09-13,C100940,P1080,1,885100.0,885100.0,Branch,No Campaign,885100.0,48.0,885100.0,Exact,Customer 940,Male,50,Bronze,Palembang,Sumatra,2023-07-18,Product 80,Wealth,Premium,762000.0,222800.0,,,,,2024-09-01,Sumatra,132326538.0,2744890887.0,239465493.0,13305521.0,87235009.0,2024,9,2024-09,222800.0,662300.0,0.7482770308439725,False
T100356,2023-08-09,C101780,P1142,2,710800.0,1421600.0,Internet,No Campaign,1421600.0,-48.0,1421600.0,Exact,Customer 1780,Male,52,Silver,Jakarta,Jakarta,2021-01-01,Product 142,Deposits,Business,942500.0,1973500.0,,,,,2023-08-01,Jakarta,183558068.0,3906051326.0,217108994.0,25286469.0,259621315.0,2023,8,2023-08,3947000.0,-551900.0,-1.7764490714687675,False
T100357,2023-01-09,C101556,P1097,2,2512600.0,5025200.0,Call Center,CAM202,5025200.0,-38.0,5025200.0,Exact,Customer 1556,Female,33,Silver,Pekanbaru,Sumatra,2021-09-05,Product 97,Loans,Business,3148400.0,1954300.0,Campaign 2,Search,2024-09-10,2025-01-19,2023-01-01,Sumatra,,,,,200709474.0,2023,1,2023-01,3908600.0,3070900.0,0.22220011143835072,True
T100358,2023-03-23,C102000,P1142,1,960100.0,960100.0,Mobile,CAM231,960100.0,16.0,960100.0,Exact,Customer 2000,Male,39,Bronze,Pekanbaru,Sumatra,2022-11-01,Product 142,Deposits,Business,942500.0,1973500.0,Campaign 31,Social,2024-06-04,2024-10-12,2023-03-01,Sumatra,50145361.0,1368638328.0,87444579.0,8206484.0,503400001.0,2023,3,2023-03,1973500.0,-1013400.0,-1.0555150505155713,True
T100359,2023-10-21,C100017,P1012,2,3405500.0,6811000.0,Branch,No Campaign,6811000.0,-41.0,6811000.0,Exact,Customer 17,Female,68,Bronze,Denpasar,Bali,2022-04-29,Product 12,Loans,Business,2778600.0,302100.0,,,,,2023-10-01,Bali,137900936.0,2258173477.0,213494269.0,28859579.0,518538766.0,2023,10,2023-10,604200.0,6508900.0,0.9112905593892233,False
T100360,2024-01-10,C102209,P1110,3,4212700.0,12638100.0,Mobile,No Campaign,12638100.0,-142.0,12638100.0,Exact,Customer 2209,Female,36,Silver,Serang,Banten,2022-01-06,Product 110,Loans,Business,4412400.0,641900.0,,,,,2024-01-01,Java,,,,,,2024,1,2024-01,1925700.0,11996200.0,0.8476274123483751,False
T100361,2024-06-17,C101483,P1047,1,351000.0,351000.0,Mobile,No Campaign,351000.0,-9.0,351000.0,Exact,Customer 1483,Male,64,Gold,Jakarta,Jakarta,2022-02-27,Product 47,Cards,Standard,459900.0,1366000.0,,,,,2024-06-01,Jakarta,87113556.0,2248081386.0,80614452.0,7761914.0,262104567.0,2024,6,2024-06,1366000.0,-1015000.0,-2.8917378917378915,False
T100362,2024-02-19,C100158,P1041,1,4690300.0,4690300.0,Mobile,No Campaign,4690300.0,40.0,4690300.0,Exact,Customer 158,Male,20,Silver,Makassar,Sulawesi,2021-08-09,Product 41,Loans,Premium,3644800.0,1700300.0,,,,,2024-02-01,Sulawesi,207139125.0,4452166210.0,317651598.0,31527457.0,307116086.0,2024,2,2024-02,1700300.0,2990000.0,0.637485875103938,False
T100363,2023-04-09,C101033,P1009,5,2086900.0,10434500.0,Branch,CAM205,10434500.0,238.0,10434500.0,Exact,Customer 1033,Male,68,Bronze,Jakarta,Jakarta,2020-11-20,Product 9,Loans,Standard,2487400.0,1409100.0,Campaign 5,Email,2024-03-31,2024-08-12,2023-04-01,Jakarta,76673349.0,1307977995.0,149099546.0,7193673.0,77131196.0,2023,4,2023-04,7045500.0,9025400.0,0.3247879630073314,True
T100364,2024-11-12,C100872,P1143,3,254600.0,763800.0,Mobile,No Campaign,763800.0,85.0,763800.0,Exact,Customer 872,Female,30,Bronze,Bandung,West Java,2023-08-09,Product 143,Insurance,Standard,361300.0,558500.0,,,,,2024-11-01,Java,,,,,,2024,11,2024-11,1675500.0,205300.0,-1.1936370777690495,False
T100365,2024-12-02,C101785,P1103,4,3470600.0,13882400.0,Call Center,CAM215,13882400.0,-120.0,13882400.0,Exact,Customer 1785,Female,66,Silver,Yogyakarta,Yogyakarta,2022-08-09,Product 103,Payments,Premium,2742700.0,298800.0,Campaign 15,Affiliate,2023-02-17,2023-07-13,2024-12-01,Java,,,,,,2024,12,2024-12,1195200.0,13583600.0,0.9139053765919437,True
T100366,2024-09-09,C101038,P1092,3,400700.0,1202100.0,Mobile,CAM211,1202100.0,61.0,1202100.0,Exact,Customer 1038,Male,44,Gold,Banjarmasin,Kalimantan,2021-10-15,Product 92,Loans,Business,354600.0,981700.0,Campaign 11,Search,2023-02-01,2023-04-15,2024-09-01,Kalimantan,123470005.0,3112907084.0,267169602.0,33200681.0,748491208.0,2024,9,2024-09,2945100.0,220400.0,-1.449962565510357,True
T100367,2024-01-17,C100564,P1081,2,3233800.0,6467600.0,Call Center,CAM233,6467600.0,68.0,6467600.0,Exact,Customer 564,Male,35,Silver,Palembang,Sumatra,2020-01-12,Product 81,Cards,Standard,2541700.0,618600.0,Campaign 33,Social,2024-11-27,2025-05-20,2024-01-01,Sumatra,168934520.0,5373578275.0,329797301.0,45343766.0,533809479.0,2024,1,2024-01,1237200.0,5849000.0,0.8087080215226669,True
T100368,2024-05-18,C100698,P1099,2,163400.0,326800.0,Call Center,CAM210,326800.0,-26.0,326800.0,Exact,Customer 698,Male,54,Silver,Yogyakarta,Yogyakarta,2022-08-14,Product 99,Loans,Standard,226900.0,1798500.0,Campaign 10,Social,2023-12-03,2024-05-12,2024-05-01,Java,,,,,,2024,5,2024-05,3597000.0,-1471700.0,-10.00673194614443,True
T100369,2024-03-22,C102493,P1098,2,5525700.0,11051400.0,Agent,CAM223,11051400.0,15.0,11051400.0,Exact,Customer 2493,Male,47,Bronze,Malang,East Java,2021-01-31,Product 98,Loans,Business,4615500.0,152000.0,Campaign 23,Email,2024-10-26,2025-02-13,2024-03-01,Java,,,,,,2024,3,2024-03,304000.0,10899400.0,0.9724921729373655,True
T100370,2024-11-10,C101961,P1115,2,3656400.0,7312800.0,Internet,No Campaign,7312800.0,-16.0,7312800.0,Exact,Customer 1961,Male,28,Silver,Madiun,East Java,2023-07-11,Product 115,Insurance,Standard,4933400.0,1035700.0,,,,,2024-11-01,Java,,,,,,2024,11,2024-11,2071400.0,6277100.0,0.716743244721584,False
T100371,2023-12-10,C101768,P1088,1,3350700.0,3350700.0,Mobile,CAM237,3350700.0,19.0,3350700.0,Exact,Customer 1768,Male,20,Priority,Malang,East Java,2020-08-18,Product 88,Cards,Standard,3193000.0,1929200.0,Campaign 37,Social,2023-05-16,2023-11-02,2023-12-01,Java,,,,,,2023,12,2023-12,1929200.0,1421500.0,0.4242397111051422,True
T100372,2024-02-29,C100889,P1091,3,1979700.0,5939100.0,Mobile,No Campaign,5939100.0,90.0,5939100.0,Exact,Customer 889,Male,56,Bronze,Semarang,Central Java,2022-07-08,Product 91,Loans,Business,1851400.0,37500.0,,,,,2024-02-01,Java,,,,,,2024,2,2024-02,112500.0,5901600.0,0.9810577360206092,False
T100373,2024-09-16,C100390,P1118,1,719400.0,719400.0,Mobile,No Campaign,719400.0,-46.0,719400.0,Exact,Customer 390,Female,53,Bronze,Jakarta,Jakarta,2020-06-06,Product 118,Payments,Premium,571200.0,641400.0,,,,,2024-09-01,Jakarta,99642335.0,2941623190.0,202626134.0,13097986.0,249879224.0,2024,9,2024-09,641400.0,78000.0,0.10842368640533778,False
T100374,2023-11-02,C102186,P1100,2,2908400.0,5816800.0,Mobile,CAM209,5816800.0,5.0,5816800.0,Exact,Customer 2186,Female,49,Bronze,Jakarta,Jakarta,2020-04-16,Product 100,Deposits,Standard,3845300.0,639700.0,Campaign 9,Search,2024-09-15,2025-01-28,2023-11-01,Jakarta,179837105.0,3752931080.0,430620562.0,36157331.0,53611599.0,2023,11,2023-11,1279400.0,5177100.0,0.7800508870856828,True
T100375,2023-05-28,C101436,P1046,3,2894700.0,8684100.0,Agent,CAM203,8684100.0,12.0,8684100.0,Exact,Customer 1436,Male,54,Bronze,Palembang,Sumatra,2021-07-09,Product 46,Cards,Business,2746800.0,708600.0,Campaign 3,Display,2024-09-28,2025-02-14,2023-05-01,Sumatra,122142002.0,2313490071.0,62072718.0,5692843.0,526199093.0,2023,5,2023-05,2125800.0,7975500.0,0.7552077935537361,True
T100376,2024-03-29,C101697,P1018,3,1199900.0,3599700.0,Branch,CAM232,3599700.0,95.0,3599700.0,Exact,Customer 1697,Male,42,Gold,Jakarta,Jakarta,2022-02-07,Product 18,Deposits,Business,1475100.0,1297400.0,Campaign 32,Social,2024-03-25,2024-07-09,2024-03-01,Jakarta,238638388.0,6304786113.0,421365202.0,49703871.0,263676584.0,2024,3,2024-03,3892200.0,2302300.0,-0.08125677139761647,True
T100377,2023-02-02,C102931,P1144,3,1491500.0,4474500.0,Internet,No Campaign,4474500.0,-122.0,4474500.0,Exact,Customer 2931,Female,58,Bronze,Banjarmasin,Kalimantan,2021-09-19,Product 144,Cards,Business,1922900.0,990300.0,,,,,2023-02-01,Kalimantan,27198295.0,794024986.0,58483021.0,10675552.0,752036099.0,2023,2,2023-02,2970900.0,3484200.0,0.3360375460945357,False
T100378,2024-05-15,C102809,P1085,2,2440700.0,4881400.0,Call Center,No Campaign,4881400.0,70.0,4881400.0,Exact,Customer 2809,Female,20,Priority,Tegal,Central Java,2022-08-21,Product 85,Insurance,Business,2683500.0,859600.0,,,,,2024-05-01,Java,,,,,,2024,5,2024-05,1719200.0,4021800.0,0.6478059573073298,False
T100379,2023-11-15,C102172,P1078,1,4326700.0,4326700.0,Branch,No Campaign,4326700.0,-8.0,4326700.0,Exact,Customer 2172,Male,52,Silver,Malang,East Java,2021-07-29,Product 78,Loans,Standard,4971600.0,842500.0,,,,,2023-11-01,Java,,,,,,2023,11,2023-11,842500.0,3484200.0,0.8052788499318188,False
T100380,2024-11-27,C102266,P1070,3,3473700.0,10421100.0,Mobile,No Campaign,10421100.0,61.0,10421100.0,Exact,Customer 2266,Female,34,Bronze,Tangerang,Banten,2022-07-04,Product 70,Deposits,Premium,4028600.0,1698300.0,,,,,2024-11-01,Java,,,,,,2024,11,2024-11,5094900.0,8722800.0,0.5110976768287417,False
T100381,2023-07-12,C100280,P1081,2,3170500.0,6341000.0,Mobile,CAM202,6341000.0,-47.0,6341000.0,Exact,Customer 280,Female,74,Bronze,Bekasi,West Java,2021-06-26,Product 81,Cards,Standard,2541700.0,618600.0,Campaign 2,Search,2024-09-10,2025-01-19,2023-07-01,Java,,,,,,2023,7,2023-07,1237200.0,5722400.0,0.8048888187982968,True
