transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,amount,channel,campaign_id,city,province
T108731,2024-12-09,C100249,P1115,1,5511100.0,5511052,Mobile,CAM227,Surakarta,Central Java
T108732,2023-09-10,C102114,P1031,2,2015200.0,4030457,Mobile,CAM218,Bandung,West Java
T108733,2023-10-26,C101946,P1004,1,2889700.0,2889711,Mobile,CAM200,Jakarta,Jakarta
T108734,2023-03-01,C102833,P1125,2,1674500.0,3348960,Mobile,CAM238,Jakarta,Jakarta
T108735,2023-12-23,C101058,P1018,1,1077300.0,1077276,Branch,CAM218,Bekasi,West Java
T108736,2023-06-06,C100380,P1121,3,2177700.0,6533184,CallCenter,CAM204,Jakarta,Jakarta
T108737,2023-12-08,C101927,P1072,2,1575900.0,3151873,Mobile,,Bekasi,West Java
T108738,2023-07-21,C100638,P1144,1,1982700.0,1982658,Mobile,CAM224,Denpasar,Bali
T108739,2023-02-04,C102043,P1037,3,679600.0,2038874,Internet,,Pekanbaru,Sumatra
T108740,2024-06-18,C100722,P1148,2,5864700.0,11729424,Mobile,CAM208,Bandung,West Java
T108741,2024-03-31,C100239,P1013,2,1152400.0,2304801,Mobile,CAM228,Yogyakarta,Yogyakarta
T108742,2023-06-14,C101325,P1052,2,1529100.0,3058275,Mobile,CAM231,Bekasi,West Java
T108743,2023-01-28,C102087,P1013,2,942400.0,1884747,Mobile,CAM205,Palembang,Sumatra
T108744,2024-01-07,C102781,P1103,2,2184200.0,4368396,Mobile,CAM207,Madiun,East Java
T108745,2023-11-10,C102871,P1024,1,4807100.0,4807059,Internet,CAM236,Bogor,West Java
T108746,2024-07-18,C102202,P1115,2,5450400.0,10900738,Branch,,Pontianak,Kalimantan
T108747,2023-10-11,C101171,P1017,3,3663100.0,10989180,Branch,,Bogor,West Java
T108748,2023-10-25,C100717,P1076,2,5324000.0,10647990,Branch,,Jakarta,Jakarta
T108749,2024-04-19,C100824,P1136,2,5853800.0,11707641,CallCenter,,Palembang,Sumatra
T108750,2024-08-19,C101035,P1127,3,4898700.0,14696162,Mobile,CAM238,Cimahi,West Java
T108751,2023-12-15,C102059,P1022,5,3390800.0,16953817,Mobile,CAM235,Pekanbaru,Sumatra
T108752,2024-09-27,C101140,P1012,1,3004500.0,3004497,Branch,,Makassar,Sulawesi
T108753,2024-03-20,C100107,P1141,3,4005900.0,12017715,Internet,CAM211,Jakarta,Jakarta
T108754,2023-07-26,C100038,P1060,2,2733300.0,5466558,Mobile,,Malang,East Java
T108755,2024-02-21,C101577,P1090,2,5230400.0,10460781,Branch,CAM238,Bekasi,West Java
T108756,2024-03-14,C102781,P1085,2,1937100.0,3874108,Mobile,,Madiun,East Java
T108757,2023-06-14,C100047,P1148,1,3693300.0,3693343,Internet,CAM201,Pekanbaru,Sumatra
T108758,2024-07-12,C102394,P1061,2,2180300.0,4360575,Branch,CAM203,Pontianak,Kalimantan
T108759,2024-02-24,C101879,P1121,2,1734400.0,3468779,Mobile,CAM220,Cimahi,West Java
T108760,2024-01-06,C100834,P1028,2,6226900.0,12453725,Mobile,CAM230,Surabaya,East Java
T108761,2024-10-29,C101570,P1149,1,4896600.0,4896635,Branch,CAM237,Denpasar,Bali
T108762,2023-09-23,C100767,P1076,1,4462900.0,4462896,Internet,CAM201,Madiun,East Java
T108763,2023-10-06,C102912,P1091,3,1483000.0,4448978,Internet,CAM211,Manado,Sulawesi
T108764,2024-04-26,C102852,P1012,5,2037400.0,10186963,Internet,CAM225,Palembang,Sumatra
T108765,2024-05-31,C100935,P1085,4,2665600.0,10662460,CallCenter,CAM201,Tangerang,Banten
T108766,2023-03-23,C100783,P1090,4,6296700.0,25186890,Branch,,Surabaya,East Java
T108767,2023-04-29,C102991,P1093,3,4046100.0,12138257,Mobile,,Pontianak,Kalimantan
T108768,2024-09-28,C100017,P1110,2,3706600.0,7413143,Mobile,CAM222,Denpasar,Bali
T108769,2023-10-30,C101759,P1147,7,895300.0,6267045,Mobile,,Bekasi,West Java
T108770,2023-08-03,C100809,P1098,1,5037600.0,5037624,CallCenter,CAM212,Surakarta,Central Java
T108771,2023-01-28,C101025,P1050,2,2643500.0,5287028,CallCenter,CAM222,Palembang,Sumatra
T108772,2024-05-12,C101753,P1113,2,208900.0,417706,Branch,CAM228,Jakarta,Jakarta
T108773,2024-06-20,C100982,P1135,1,3228500.0,3228529,Mobile,,Tegal,Central Java
T108774,2024-06-02,C101083,P1121,1,1872200.0,1872224,Mobile,,Denpasar,Bali
T108775,2023-07-13,C100959,P1110,1,4946300.0,4946336,Branch,CAM230,Tangerang,Banten
T108776,2024-08-14,C101726,P1060,3,3054800.0,9164432,Mobile,,Bogor,West Java
T108777,2024-03-17,C102904,P1102,2,277000.0,554028,Mobile,CAM220,Bekasi,West Java
T108778,2023-02-05,C102819,P1084,2,5441100.0,10882101,Internet,,Manado,Sulawesi
T108779,2023-09-15,C100643,P1087,2,2161500.0,4323028,CallCenter,CAM223,Surakarta,Central Java
T108780,2023-04-23,C100259,P1107,3,5092200.0,15276585,Internet,CAM239,Denpasar,Bali
T108781,2023-10-21,C101155,P1010,1,1014100.0,1014119,Mobile,CAM201,Jakarta,Jakarta
T108782,2024-12-14,C102102,P1007,2,2847300.0,5694620,CallCenter,,Pekanbaru,Sumatra
T108783,2023-01-14,C101106,P1003,5,1143300.0,5716326,Branch,,Bekasi,West Java
T108784,2024-10-28,C100509,P1073,5,3800000.0,18999862,Mobile,CAM214,Jakarta,Jakarta
T108785,2024-08-19,C101403,P1011,1,2437600.0,2437572,Internet,CAM200,Denpasar,Bali
T108786,2023-05-20,C100456,P1096,2,5400000.0,10800077,Mobile,CAM225,Madiun,East Java
T108787,2024-01-06,C101986,P1036,3,2712500.0,8137396,Mobile,,Manado,Sulawesi
T108788,2024-03-02,C102977,P1080,1,933400.0,933397,Mobile,CAM221,Serang,Banten
T108789,2023-04-07,C101214,P1141,2,3212100.0,6424154,Internet,CAM222,Bogor,West Java
T108790,2024-11-27,C102264,P1097,1,2329300.0,2329264,Branch,CAM220,Jakarta,Jakarta
T108791,2024-05-02,C100244,P1039,7,4174200.0,29219332,Mobile,CAM232,Bogor,West Java
T108792,2023-12-08,C100777,P1090,1,4972100.0,4972132,Mobile,CAM228,Banjarmasin,Kalimantan
T108793,2024-05-06,C100260,P1023,1,129000.0,128963,Internet,CAM205,Yogyakarta,Yogyakarta
T108794,2024-05-14,C100156,P1081,2,1908500.0,3817025,Mobile,CAM230,Pontianak,Kalimantan
T108795,2024-03-07,C101934,P1062,3,2598300.0,7794814,Mobile,,Serang,Banten
T108796,2023-07-08,C101793,P1015,1,3831000.0,3830952,Internet,CAM231,Denpasar,Bali
T108797,2023-03-23,C101289,P1050,4,2020300.0,8081231,Branch,CAM205,Jakarta,Jakarta
T108798,2023-06-29,C100394,P1015,1,2964600.0,2964578,Agent,CAM234,Jakarta,Jakarta
T108799,2024-02-19,C100311,P1057,1,1988500.0,1988506,Mobile,,Pontianak,Kalimantan
T108800,2023-04-15,C102087,P1073,2,3043400.0,6086705,Mobile,,Palembang,Sumatra
T108801,2024-01-16,C102294,P1056,2,68700.0,137361,Mobile,CAM229,Denpasar,Bali
T108802,2024-12-22,C100587,P1067,3,1554400.0,4663346,Mobile,CAM237,Cimahi,West Java
T108803,2023-11-25,C100963,P1011,1,2485300.0,2485291,Mobile,CAM213,Madiun,East Java
T108804,2023-09-06,C100603,P1016,1,3306200.0,3306157,Agent,CAM214,Tegal,Central Java
T108805,2023-03-13,C100732,P1116,3,5287200.0,15861742,Mobile,CAM227,Palembang,Sumatra
T108806,2024-11-03,C101740,P1068,2,1371900.0,2743730,Internet,CAM201,Bandung,West Java
T108807,2023-05-13,C102673,P1001,1,3681900.0,3681870,CallCenter,CAM232,Pontianak,Kalimantan
T108808,2023-08-28,C101434,P1012,3,2939000.0,8816977,Internet,,Jakarta,Jakarta
T108809,2023-03-19,C101410,P1100,4,3711300.0,14845271,Branch,CAM223,Jakarta,Jakarta
T108810,2024-07-23,C101250,P1147,1,778700.0,778669,Mobile,CAM210,Jakarta,Jakarta
T108811,2024-04-05,C101557,P1000,3,5738500.0,17215646,Mobile,CAM212,Surakarta,Central Java
T108812,2023-05-05,C101499,P1046,2,3275300.0,6550563,Mobile,CAM233,Malang,East Java
T108813,2023-01-11,C101468,P1086,2,1957300.0,3914564,Internet,,Pontianak,Kalimantan
T108814,2024-04-12,C102831,P1132,2,141200.0,282397,Mobile,CAM203,Jakarta,Jakarta
T108815,2024-02-11,C101915,P1098,2,4946700.0,9893391,Mobile,CAM222,Tangerang,Banten
T108816,2023-01-27,C100639,P1131,1,1607400.0,1607440,Mobile,CAM206,Palembang,Sumatra
T108817,2023-07-26,C101365,P1065,2,205300.0,410639,Agent,,Denpasar,Bali
T108818,2023-08-10,C102807,P1053,1,2918100.0,2918070,Mobile,CAM205,Denpasar,Bali
T108819,2023-11-08,C100272,P1130,2,2704600.0,5409256,Mobile,CAM215,Malang,East Java
T108820,2024-01-17,C102378,P1021,1,3496600.0,3496554,Agent,,Medan,Sumatra
T108821,2023-11-11,C102517,P1076,3,3547900.0,10643818,Mobile,CAM204,Denpasar,Bali
T108822,2023-07-27,C102475,P1129,2,4619400.0,9238771,Internet,,Madiun,East Java
T108823,2024-09-12,C102347,P1015,2,2201900.0,4403714,Mobile,CAM203,Bogor,West Java
T108824,2023-10-23,C102787,P1139,1,6105300.0,6105284,Mobile,,Medan,Sumatra
T108825,2024-02-06,C100808,P1096,1,3521800.0,3521784,Mobile,CAM235,Jakarta,Jakarta
T108826,2024-03-10,C102541,P1084,2,4300700.0,8601477,Internet,CAM236,Yogyakarta,Yogyakarta
T108827,2024-07-26,C100233,P1077,3,2919900.0,8759655,Branch,,Banjarmasin,Kalimantan
T108828,2023-05-02,C102919,P1138,1,216900.0,216890,Internet,,Jakarta,Jakarta
T108829,2023-04-16,C101206,P1145,3,3827200.0,11481708,Mobile,CAM222,Palembang,Sumatra
T108830,2023-02-05,C102818,P1050,1,3639100.0,3639135,Agent,,Bekasi,West Java
T108831,2024-07-03,C100090,P1065,3,266100.0,798337,Mobile,CAM235,Pekanbaru,Sumatra
T108832,2023-03-13,C101132,P1083,1,746000.0,745984,Mobile,CAM232,Palembang,Sumatra
T108833,2024-07-21,C100751,P1103,2,3210800.0,6421572,Mobile,CAM222,Jakarta,Jakarta
T108834,2023-06-16,C100504,P1103,3,1978900.0,5936774,Mobile,CAM208,Yogyakarta,Yogyakarta
T108835,2023-08-09,C101484,P1093,3,3705200.0,11115512,Internet,CAM218,Surabaya,East Java
T108836,2023-03-17,C100178,P1005,1,1994700.0,1994700,Branch,CAM239,Semarang,Central Java
T108837,2024-12-22,C102229,P1055,1,1207800.0,1207766,Mobile,CAM235,Jakarta,Jakarta
T108838,2023-07-30,C101501,P1046,1,3318600.0,3318602,CallCenter,CAM237,Manado,Sulawesi
T108839,2023-08-16,C102705,P1079,1,1026400.0,1026426,Internet,,Cimahi,West Java
T108840,2024-03-28,C100807,P1018,3,1193000.0,3579086,Agent,CAM202,Jakarta,Jakarta
T108841,2024-05-01,C102144,P1002,3,94700.0,284209,Internet,CAM204,Bogor,West Java
T108842,2024-10-29,C100208,P1140,2,2081600.0,4163135,Mobile,CAM221,Tegal,Central Java
T108843,2024-04-18,C101448,P1081,3,2837600.0,8512700,Mobile,CAM237,Yogyakarta,Yogyakarta
T108844,2024-10-22,C100043,P1127,1,3487700.0,3487729,Agent,,Denpasar,Bali
T108845,2024-05-04,C100745,P1040,2,1462200.0,2924333,Branch,CAM231,Surabaya,East Java
T108846,2024-01-11,C101628,P1118,3,722700.0,2168056,Mobile,CAM201,Jakarta,Jakarta
T108847,2023-08-19,C102183,P1006,1,425500.0,425479,Mobile,CAM205,Yogyakarta,Yogyakarta
T108848,2024-12-02,C102723,P1021,2,2982000.0,5964063,CallCenter,,Bandung,West Java
T108849,2023-08-13,C101975,P1030,3,2532200.0,7596664,Internet,CAM204,Denpasar,Bali
T108850,2024-04-19,C101564,P1124,3,3844400.0,11533072,Internet,,Yogyakarta,Yogyakarta
T108851,2024-07-30,C100937,P1082,3,4033500.0,12100439,Mobile,,Makassar,Sulawesi
T108852,2024-09-11,C102589,P1018,3,1124800.0,3374292,Agent,,Bogor,West Java
T108853,2023-03-21,C100219,P1046,4,2952900.0,11811768,Mobile,CAM227,Yogyakarta,Yogyakarta
T108854,2024-10-06,C101006,P1142,2,852300.0,1704630,Agent,CAM221,Jakarta,Jakarta
T108855,2024-11-16,C102606,P1111,2,2754200.0,5508326,Mobile,CAM217,Pontianak,Kalimantan
T108856,2024-07-29,C101911,P1055,3,1031000.0,3093000,Mobile,CAM213,Surabaya,East Java
T108857,2023-07-29,C101469,P1111,1,2641000.0,2641033,Branch,,Cimahi,West Java
T108858,2023-10-24,C101167,P1049,2,3957200.0,7914386,Mobile,,Jakarta,Jakarta
T108859,2024-09-01,C102807,P1016,2,3647600.0,7295154,Agent,,Denpasar,Bali
T108860,2023-06-21,C100028,P1033,2,2189900.0,4379797,Mobile,CAM205,Serang,Banten
T108861,2023-03-30,C100761,P1041,4,4258400.0,17033712,Mobile,CAM236,Yogyakarta,Yogyakarta
T108862,2023-08-14,C100120,P1028,2,5623600.0,11247201,Mobile,,Denpasar,Bali
T108863,2023-05-23,C100014,P1115,1,3877400.0,3877383,Mobile,CAM202,Pekanbaru,Sumatra
T108864,2024-12-08,C102267,P1005,1,1571500.0,1571507,Agent,CAM222,Surakarta,Central Java
T108865,2024-11-21,C100306,P1023,3,106700.0,320219,CallCenter,,Yogyakarta,Yogyakarta
T108866,2023-02-23,C100823,P1147,2,632100.0,1264246,CallCenter,,Tegal,Central Java
T108867,2023-07-15,C100471,P1082,2,3085200.0,6170358,Branch,CAM209,Pekanbaru,Sumatra
T108868,2024-12-29,C101705,P1087,3,2858800.0,8576408,Mobile,CAM229,Tegal,Central Java
T108869,2024-05-03,C102734,P1100,3,3191200.0,9573719,Mobile,,Semarang,Central Java
T108870,2023-10-25,C102396,P1090,2,5040500.0,10081046,Mobile,CAM235,Bogor,West Java
T108871,2024-03-05,C100001,P1053,3,2250800.0,6752482,Mobile,CAM236,Jakarta,Jakarta
T108872,2024-06-20,C102925,P1074,1,2516000.0,2516002,Internet,,Tegal,Central Java
T108873,2024-08-01,C101055,P1007,2,3454800.0,6909526,Mobile,CAM229,Cimahi,West Java
T108874,2024-11-05,C100878,P1011,5,3351300.0,16756655,Mobile,,Surabaya,East Java
T108875,2024-05-14,C101333,P1044,2,2093800.0,4187511,Mobile,CAM234,Denpasar,Bali
T108876,2024-09-15,C101693,P1114,2,3420900.0,6841891,Mobile,CAM212,Pontianak,Kalimantan
T108877,2023-07-25,C102322,P1100,1,3733600.0,3733622,Mobile,,Surakarta,Central Java
T108878,2023-05-17,C100645,P1003,2,755300.0,1510511,CallCenter,CAM235,Yogyakarta,Yogyakarta
T108879,2024-02-12,C102401,P1106,4,501800.0,2007170,Mobile,,Denpasar,Bali
T108880,2023-10-06,C100441,P1076,4,5261500.0,21046023,Branch,CAM232,Malang,East Java
T108881,2024-03-20,C102816,P1053,1,1991100.0,1991097,Mobile,,Tangerang,Banten
T108882,2024-11-07,C102821,P1030,1,3123400.0,3123355,Internet,CAM201,Jakarta,Jakarta
T108883,2023-09-28,C100610,P1003,1,729500.0,729482,Mobile,CAM217,Bandung,West Java
T108884,2024-03-16,C101180,P1102,2,356900.0,713836,Internet,CAM207,Serang,Banten
T108885,2023-08-16,C100193,P1006,3,533300.0,1599894,Branch,,Pekanbaru,Sumatra
T108886,2023-05-07,C100424,P1056,3,83700.0,251074,Mobile,CAM237,Pekanbaru,Sumatra
T108887,2023-09-27,C102431,P1117,1,2809600.0,2809627,Mobile,CAM202,Bandung,West Java
T108888,2024-05-01,C101830,P1049,4,3221600.0,12886445,Branch,CAM210,Tangerang,Banten
T108889,2024-07-01,C100824,P1112,2,1459200.0,2918329,Mobile,,Palembang,Sumatra
T108890,2023-06-04,C100636,P1123,3,1637500.0,4912572,Mobile,,Makassar,Sulawesi
T108891,2024-10-18,C102590,P1079,1,1071400.0,1071388,Internet,,Surakarta,Central Java
T108892,2023-01-19,C100012,P1064,1,3399400.0,32137994,Mobile,,Bekasi,West Java
T108893,2024-02-29,C102118,P1133,3,336200.0,1008630,Internet,,Jakarta,Jakarta
T108894,2023-02-27,C100576,P1085,2,2625400.0,5250838,Mobile,CAM231,Tangerang,Banten
T108895,2024-02-27,C100556,P1029,2,1351900.0,2703765,Mobile,CAM200,Jakarta,Jakarta
T108896,2024-07-01,C100624,P1071,2,3687500.0,7375043,Branch,CAM239,Bekasi,West Java
T108897,2024-12-23,C102027,P1024,1,3648100.0,3648136,CallCenter,,Jakarta,Jakarta
T108898,2024-10-21,C100564,P1123,2,1132900.0,2265822,Mobile,,Palembang,Sumatra
T108899,2023-04-12,C100440,P1071,3,3587500.0,10762365,Mobile,CAM232,Tegal,Central Java
T108900,2023-03-17,C101305,P1126,2,2981800.0,5963532,Agent,CAM203,Jakarta,Jakarta
T108901,2024-08-02,C100143,P1035,2,992900.0,1985765,Mobile,,Pontianak,Kalimantan
T108902,2023-03-07,C102827,P1040,1,2014000.0,2013975,Branch,CAM206,Cimahi,West Java
T108903,2023-05-31,C100271,P1046,3,2818500.0,8455379,Internet,,Yogyakarta,Yogyakarta
T108904,2024-03-12,C101461,P1030,2,3806700.0,7613410,Branch,CAM234,Semarang,Central Java
T108905,2023-03-09,C101370,P1001,1,4936500.0,4936537,Mobile,,Tegal,Central Java
T108906,2023-08-23,C102041,P1067,1,2439000.0,2439029,Branch,CAM215,Yogyakarta,Yogyakarta
T108907,2024-12-15,C102642,P1007,1,3053200.0,3053176,Mobile,,Bekasi,West Java
T108908,2024-11-05,C101478,P1055,1,1229100.0,1229121,Mobile,CAM226,Jakarta,Jakarta
T108909,2023-04-08,C101529,P1095,1,4004300.0,4004254,Mobile,,Surabaya,East Java
T108910,2023-01-09,C102635,P1010,3,1109800.0,3329390,Mobile,CAM200,Serang,Banten
T108911,2024-05-18,C102413,P1069,3,1821200.0,5463580,Mobile,CAM211,Denpasar,Bali
T108912,2024-05-04,C100663,P1073,1,4859100.0,4859132,Mobile,,Pontianak,Kalimantan
T108913,2024-03-02,C101137,P1066,1,1066000.0,1066006,Branch,CAM213,Banjarmasin,Kalimantan
T108914,2023-08-15,C102617,P1139,2,6084900.0,12169814,Mobile,CAM211,Surakarta,Central Java
T108915,2024-08-09,C100452,P1000,5,4849600.0,24247970,Mobile,,Malang,East Java
T108916,2023-01-17,C102816,P1091,1,1748000.0,1747977,Mobile,,Tangerang,Banten
T108917,2024-07-16,C102502,P1010,1,1143000.0,1143035,Mobile,CAM205,Cimahi,West Java
T108918,2023-08-16,C102543,P1029,2,1021900.0,2043777,Agent,CAM224,Pekanbaru,Sumatra
T108919,2024-12-06,C100599,P1103,1,2547600.0,2547575,Branch,CAM225,Jakarta,Jakarta
T108920,2023-08-26,C100188,P1129,3,4146200.0,12438693,Branch,,Tegal,Central Java
T108921,2024-01-16,C101597,P1133,2,249000.0,497935,Mobile,,Bogor,West Java
T108922,2024-01-22,C101231,P1035,3,1004800.0,3014395,Mobile,,Malang,East Java
T108923,2024-10-30,C100483,P1129,2,4305500.0,8611001,CallCenter,CAM220,Semarang,Central Java
T108924,2023-09-11,C102666,P1115,2,6129100.0,12258250,Mobile,CAM215,Palembang,Sumatra
T108925,2023-11-04,C102605,P1127,1,5914700.0,5914741,Internet,CAM210,Madiun,East Java
T108926,2023-11-10,C102192,P1049,1,3053300.0,3053258,Agent,CAM229,Jakarta,Jakarta
T108927,2023-10-28,C102536,P1006,2,473200.0,946413,Mobile,,Jakarta,Jakarta
T108928,2023-04-28,C102644,P1059,2,983700.0,1967454,Mobile,,Bogor,West Java
T108929,2023-02-19,C101053,P1067,2,2825400.0,5650838,Internet,CAM239,Cimahi,West Java
T108930,2024-07-17,C101712,P1078,3,3861800.0,11585361,Mobile,,Surakarta,Central Java
T108931,2023-06-30,C101900,P1107,4,2855600.0,11422206,Internet,CAM233,Bekasi,West Java
T108932,2024-06-26,C101849,P1149,3,4441000.0,13322961,Branch,CAM238,Bandung,West Java
T108933,2023-11-23,C100361,P1126,4,2766200.0,11064809,Mobile,CAM200,Jakarta,Jakarta
T108934,2024-05-17,C102908,P1070,3,5196200.0,15588654,Internet,,Tangerang,Banten
T108935,2024-05-10,C101769,P1049,3,3808800.0,11426366,Mobile,CAM213,Jakarta,Jakarta
T108936,2023-09-03,C102726,P1101,2,3726700.0,7453479,Mobile,CAM224,Jakarta,Jakarta
T108937,2024-08-24,C101765,P1088,2,2817400.0,5634766,Branch,,Manado,Sulawesi
T108938,2024-06-26,C100248,P1047,1,517600.0,517585,CallCenter,,Yogyakarta,Yogyakarta
T108939,2023-04-12,C100710,P1014,4,1848900.0,7395414,Mobile,CAM213,Surabaya,East Java
T108940,2023-08-18,C101060,P1133,4,363000.0,1451966,Branch,,Bandung,West Java
T108941,2024-01-23,C100966,P1058,3,3100200.0,9300688,Internet,,Banjarmasin,Kalimantan
T108942,2024-08-31,C102062,P1079,2,1086300.0,2172521,CallCenter,CAM208,Bandung,West Java
T108943,2024-08-01,C102492,P1071,2,5209300.0,10418602,Mobile,CAM239,Jakarta,Jakarta
T108944,2024-12-04,C102825,P1114,1,3496700.0,3496700,Mobile,CAM209,Bekasi,West Java
T108945,2023-07-30,C102835,P1125,1,1815800.0,1815800,Internet,CAM236,Jakarta,Jakarta
T108946,2024-10-10,C102681,P1031,2,1453900.0,2907793,Internet,CAM237,Bogor,West Java
T108947,2024-03-05,C100236,P1002,4,118100.0,472470,Mobile,,Palembang,Sumatra
T108948,2023-12-05,C102757,P1144,1,2048700.0,2048661,Internet,CAM219,Jakarta,Jakarta
T108949,2023-07-03,C101811,P1136,1,4267500.0,4267529,Mobile,,Tegal,Central Java
T108950,2023-02-25,C101599,P1113,1,352300.0,352302,Mobile,,Banjarmasin,Kalimantan
T108951,2023-10-09,C100631,P1047,4,505800.0,2023131,Branch,,Banjarmasin,Kalimantan
T108952,2024-07-25,C102351,P1006,1,548300.0,548258,Mobile,,Madiun,East Java
T108953,2023-05-08,C102273,P1031,1,1603100.0,1603139,Internet,,Malang,East Java
T108954,2024-12-17,C102350,P1092,1,287800.0,287752,Mobile,CAM210,Tegal,Central Java
T108955,2024-12-26,C100191,P1057,2,2000100.0,4000199,Branch,CAM232,Semarang,Central Java
T108956,2024-09-30,C101708,P1110,2,3210800.0,6421661,Agent,CAM209,Pontianak,Kalimantan
T108957,2024-05-22,C101296,P1132,1,100800.0,100838,Internet,CAM228,Bogor,West Java
T108958,2024-08-06,C100434,P1097,1,3978100.0,3978063,Mobile,CAM202,Semarang,Central Java
T108959,2023-08-04,C101450,P1038,1,376700.0,376668,Mobile,CAM234,Jakarta,Jakarta
T108960,2023-03-31,C102753,P1142,1,674100.0,674064,Internet,,Banjarmasin,Kalimantan
T108961,2023-11-10,C101897,P1113,1,369000.0,368989,Mobile,CAM234,Palembang,Sumatra
T108962,2023-08-21,C102251,P1069,2,1750900.0,3501807,Branch,CAM215,Bekasi,West Java
T108963,2024-07-28,C101507,P1107,3,4718000.0,14154083,Mobile,,Palembang,Sumatra
T108964,2023-09-04,C102891,P1031,4,1579700.0,6318619,Branch,CAM229,Palembang,Sumatra
T108965,2024-03-17,C102586,P1130,1,4870600.0,4870570,Mobile,CAM226,Makassar,Sulawesi
T108966,2023-05-15,C100626,P1056,2,84600.0,169246,Mobile,,Bandung,West Java
T108967,2023-01-02,C102087,P1050,2,2716100.0,5432182,Mobile,CAM236,Palembang,Sumatra
T108968,2023-06-10,C100159,P1016,1,5311400.0,5311400,Internet,,Jakarta,Jakarta
T108969,2023-05-20,C101123,P1125,1,1755400.0,1755439,Branch,CAM212,Jakarta,Jakarta
T108970,2023-10-31,C101531,P1010,4,746400.0,2985519,Mobile,,Malang,East Java
T108971,2024-04-04,C102917,P1133,2,236000.0,472018,Branch,CAM234,Semarang,Central Java
T108972,2024-12-14,C101267,P1144,2,1675600.0,3351275,Mobile,CAM213,Denpasar,Bali
T108973,2023-05-05,C100335,P1105,4,3480600.0,13922497,Branch,CAM235,Pontianak,Kalimantan
T108974,2023-12-13,C101865,P1009,3,2175800.0,6527459,Branch,CAM204,Surakarta,Central Java
T108975,2024-08-16,C101403,P1079,3,963500.0,2890547,Mobile,CAM201,Denpasar,Bali
T108976,2023-11-20,C100548,P1127,3,4546900.0,13640672,Mobile,CAM219,Surakarta,Central Java
T108977,2024-02-11,C102190,P1080,1,957200.0,957229,Branch,,Malang,East Java
T108978,2024-04-13,C100499,P1040,2,2149100.0,4298296,Internet,,Semarang,Central Java
T108979,2023-06-13,C102312,P1060,4,2680100.0,10720341,Mobile,CAM232,Surakarta,Central Java
T108980,2023-08-28,C102784,P1120,2,1226700.0,2453407,Agent,,Manado,Sulawesi
T108981,2023-08-01,C101846,P1044,1,2473800.0,2473832,Mobile,,Semarang,Central Java
T108982,2023-05-29,C102879,P1027,1,2610500.0,2610527,Branch,CAM228,Jakarta,Jakarta
T108983,2024-08-06,C101064,P1147,2,779400.0,1558760,Mobile,CAM205,Bandung,West Java
T108984,2023-04-13,C102083,P1037,2,649700.0,1299302,Internet,CAM227,Denpasar,Bali
T108985,2023-07-02,C100931,P1093,1,3768400.0,3768381,Mobile,CAM230,Bekasi,West Java
T108986,2024-05-19,C102624,P1140,2,1951800.0,3903547,Agent,,Medan,Sumatra
T108987,2024-11-26,C101947,P1140,3,2052500.0,6157554,Mobile,,Bandung,West Java
T108988,2024-06-08,C100032,P1031,2,1592200.0,3184467,Mobile,CAM233,Cimahi,West Java
T108989,2024-01-15,C101146,P1090,3,4291800.0,12875434,Mobile,,Pontianak,Kalimantan
T108990,2024-10-23,C102949,P1054,3,2286400.0,6859126,Branch,,Tangerang,Banten
T108991,2023-01-24,C100858,P1095,4,4647000.0,18587825,CallCenter,,Bekasi,West Java
T108992,2024-12-01,C102500,P1143,2,303500.0,607058,Mobile,CAM204,Semarang,Central Java
T108993,2023-05-13,C102121,P1010,1,953900.0,953872,Mobile,CAM235,Serang,Banten
T108994,2023-02-19,C101179,P1083,1,1041000.0,1040987,Mobile,CAM235,Jakarta,Jakarta
T108995,2024-11-25,C102922,P1010,4,858100.0,3432384,Branch,,Jakarta,Jakarta
T108996,2023-01-26,C101049,P1112,1,2144000.0,2144049,Branch,CAM201,Serang,Banten
T108997,2024-10-11,C100689,P1108,1,863700.0,863663,Branch,CAM222,Tangerang,Banten
T108998,2023-01-11,C100205,P1035,1,1750400.0,1750387,Mobile,CAM208,Pekanbaru,Sumatra
T108999,2023-04-12,C101826,P1051,1,846000.0,846015,Branch,CAM230,Tegal,Central Java
T109000,2023-01-11,C100267,P1024,3,3192000.0,9575978,Mobile,,Malang,East Java
T109001,2023-04-22,C101092,P1129,1,3115900.0,3115938,Mobile,,Semarang,Central Java
T109002,2024-08-28,C102079,P1026,1,694400.0,694353,Mobile,,Bogor,West Java
T109003,2023-06-16,C100132,P1035,1,1734900.0,1734931,Mobile,,Malang,East Java
T109004,2024-12-21,C100282,P1146,1,967000.0,966962,Mobile,CAM211,Jakarta,Jakarta
T109005,2024-02-11,C102214,P1105,1,3422600.0,3422623,Internet,,Serang,Banten
T109006,2023-02-14,C101812,P1025,2,701400.0,1402753,Mobile,,Semarang,Central Java
T109007,2024-12-17,C100015,P1131,1,2167600.0,2167618,Mobile,,Surakarta,Central Java
T109008,2023-12-25,C101273,P1065,5,280700.0,1403381,Mobile,CAM208,Serang,Banten
T109009,2024-07-07,C101486,P1009,4,2095200.0,8380608,Internet,CAM201,Semarang,Central Java
T109010,2023-10-12,C102661,P1071,1,5684200.0,5684235,Agent,CAM208,Yogyakarta,Yogyakarta
